City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,Yanam,IN,16.7333,82.2167,80.02,83,21,3.91,Clouds
360,Te Anau,NZ,-45.4167,167.7167,51.39,86,100,7.09,Clouds
361,Yulara,AU,-25.2406,130.9889,55.4,50,0,5.75,Clear
362,Vao,NC,-22.6667,167.4833,75.52,79,76,9.91,Rain
363,Domodossola,IT,46.1165,8.2931,55.99,42,94,7.0,Clouds
364,Merrill,US,45.1805,-89.6835,59.0,26,75,5.75,Clouds
365,Najran,SA,17.4924,44.1277,78.8,19,0,6.91,Clear
366,Manubul,PH,5.4732,120.7986,81.45,78,100,14.12,Clouds
367,Nenjiang,CN,49.1833,125.2167,43.47,60,14,6.02,Clouds
368,Vila Velha,BR,-20.3297,-40.2925,87.8,51,20,13.8,Clouds
369,Wehr,DE,47.6298,7.9042,50.0,57,75,6.91,Clouds
370,Nushki,PK,29.5542,66.0215,78.03,16,96,3.22,Clouds
371,San Lorenzo,PY,-25.3333,-57.5333,86.0,51,20,5.75,Clouds
372,Palauig,PH,15.435,119.9045,79.66,78,95,2.13,Clouds
373,Matay,EG,28.419,30.7792,91.72,11,11,3.83,Clouds
374,Solnechnyy,RU,50.7214,136.6319,36.19,93,98,5.73,Clouds
375,Inverell,AU,-29.7833,151.1167,45.0,97,0,3.11,Clear
376,Houston,US,29.7633,-95.3633,60.8,54,1,12.66,Clear
377,Anadyr,RU,64.75,177.4833,17.6,86,20,4.47,Clouds
378,Xiongzhou,CN,25.1167,114.3,59.95,96,100,2.42,Rain
379,Vwawa,TZ,-9.1167,32.9333,57.94,92,66,4.76,Clouds
380,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,75,75,21.85,Clouds
381,Sorland,NO,67.667,12.6934,46.4,76,0,12.66,Clear
382,Khash,IR,28.2211,61.2158,68.9,20,92,6.31,Clouds
383,Ongandjera,NA,-17.8833,15.0667,78.73,28,4,7.58,Clear
384,Inzer,RU,54.2167,57.5556,38.93,77,49,6.87,Clouds
385,Eresos,GR,39.1667,25.9333,64.4,68,20,2.3,Clouds
386,Bela,IN,25.9333,81.9833,87.08,14,0,8.68,Clear
387,Kashi,CN,39.4547,75.9797,64.4,25,100,11.18,Clouds
388,Nizwa,OM,22.9333,57.5333,83.59,24,100,3.98,Clouds
389,West Plains,US,36.7281,-91.8524,59.0,51,90,5.75,Clouds
390,Fortuna,US,40.5982,-124.1573,63.0,76,20,6.58,Clouds
391,Oranjemund,NA,-28.55,16.4333,70.63,54,37,6.67,Clouds
392,Wanaka,NZ,-44.7,169.15,48.07,90,100,5.95,Rain
393,Banyo,CM,6.75,11.8167,71.49,74,92,2.8,Clouds
394,Takoradi,GH,4.8845,-1.7554,83.3,76,97,13.47,Clouds
395,Hwange,ZW,-18.3693,26.5019,65.52,59,1,2.75,Clear
396,Vostok,RU,46.4856,135.8833,31.87,94,87,4.29,Clouds
397,Kaitangata,NZ,-46.2817,169.8464,57.0,57,73,17.0,Clouds
398,Yerofey Pavlovich,RU,53.9667,121.9667,20.52,59,21,10.07,Clouds
399,Zhigansk,RU,66.7697,123.3711,0.19,99,99,2.13,Clouds
400,Manggar,ID,-2.8833,108.2667,80.62,72,100,1.05,Clouds
401,Merignac,FR,44.8325,-0.6338,60.01,44,0,10.36,Clear
402,Roma,US,43.2128,-75.4557,57.2,58,75,9.22,Clouds
403,Itoman,JP,26.1247,127.6694,64.4,63,75,13.8,Clouds
404,Griffith,US,41.5284,-87.4237,61.0,38,1,5.75,Clear
405,Tazovskiy,RU,67.4667,78.7,-12.77,98,13,9.86,Clouds
406,Bonavista,CA,48.6499,-53.1147,39.2,93,100,4.61,Rain
407,Kushiro,JP,42.975,144.3747,40.62,95,64,5.46,Clouds
408,Krasnyy Chikoy,RU,50.3643,108.7512,27.37,47,72,2.33,Clouds
409,Koslan,RU,63.4564,48.8989,27.86,72,46,2.91,Clouds
410,North Bend,US,43.4065,-124.2243,44.6,100,90,5.97,Mist
411,Urengoy,RU,65.9667,78.3667,-10.77,95,20,11.97,Clouds
412,Tirat Karmel,IL,32.7617,34.9719,78.8,47,0,3.44,Clear
413,Novoseleznevo,RU,55.6821,69.2056,24.62,51,35,14.7,Clouds
414,Abnub,EG,27.2696,31.1511,96.8,21,0,14.97,Clear
415,Okha,RU,53.5739,142.9478,31.17,97,100,14.52,Clouds
416,Chimoio,MZ,-19.1164,33.4833,66.0,82,75,2.59,Clouds
417,Jabinyanah,TN,35.035,10.9081,60.8,59,40,3.44,Clouds
418,Dawson Creek,CA,55.7666,-120.2362,39.2,70,1,4.61,Clear
419,Gigmoto,PH,13.7796,124.39,78.53,92,100,37.47,Rain
420,Texarkana,US,33.4251,-94.0477,60.8,44,75,10.36,Clouds
421,Bud,US,39.447,-86.1758,62.01,33,1,8.05,Clear
422,Lamar,US,33.6668,-95.5836,62.01,58,75,11.5,Clouds
423,Tuatapere,NZ,-46.1333,167.6833,55.0,84,90,5.99,Clouds
424,Debre Birhan,ET,9.6833,39.5333,55.76,63,93,5.1,Clouds
425,Teguldet,RU,57.3064,88.1667,32.94,97,100,10.8,Snow
426,Itarare,BR,-24.1125,-49.3317,75.99,51,75,1.99,Clouds
427,San Quintin,MX,30.4833,-115.95,66.36,62,11,8.97,Clouds
428,Plastun,RU,44.7561,136.2939,38.66,82,71,5.68,Clouds
429,Komsomolskiy,UZ,40.4272,71.7189,57.2,62,66,4.61,Clouds
430,Tsogni,GA,-2.7942,10.0988,78.3,84,100,5.57,Clouds
431,Dumai,ID,1.6833,101.45,73.9,96,100,2.95,Clouds
432,Piacabucu,BR,-10.4056,-36.4344,82.17,68,79,10.31,Clouds
433,Lata,PT,40.1629,-8.3327,69.01,49,20,9.22,Clouds
434,Gushikawa,JP,26.3544,127.8686,62.6,72,90,6.91,Clouds
435,Qianan,CN,44.9932,124.0581,48.6,32,18,6.49,Clouds
436,Addis Abeba,ET,9.025,38.7469,59.09,72,100,2.77,Rain
437,Waitati,NZ,-45.75,170.5667,49.98,80,100,4.05,Clouds
438,Tiznit,MA,29.5833,-9.5,67.73,57,84,7.49,Clouds
439,Moron,AR,-34.6534,-58.6198,73.99,79,41,4.0,Clouds
440,Manitouwadge,CA,49.1215,-85.8403,44.6,52,75,6.91,Clouds
441,Salalah,OM,17.0151,54.0924,82.4,78,0,3.44,Clear
442,Glendora,US,34.1361,-117.8653,80.01,10,1,8.05,Clear
443,Mezen,RU,65.8522,44.24,24.93,79,24,3.85,Clouds
444,Altay,CN,47.8667,88.1167,43.09,46,8,6.82,Clear
445,Zharkent,KZ,44.1628,80.0,62.06,33,100,4.88,Clouds
446,Sola,VU,-13.8833,167.55,82.18,73,72,6.13,Clouds
447,Touros,BR,-5.1989,-35.4608,84.2,70,75,13.8,Clouds
448,Ludhiana,IN,30.9,75.85,77.34,29,3,5.53,Clear
449,Naro Moru,KE,-0.1676,37.0213,57.07,89,89,8.32,Clouds
450,Kashan,IR,33.9831,51.4364,77.09,18,8,6.06,Clear
451,Viedma,AR,-40.8135,-62.9967,73.92,64,97,21.27,Clouds
452,Alyangula,AU,-13.8483,136.4192,75.2,94,80,9.15,Clouds
453,Mocuba,MZ,-16.8392,36.9856,65.3,95,84,3.44,Clouds
454,Fuerte Olimpo,PY,-21.0415,-57.8738,96.91,28,67,2.68,Clouds
455,Ixtapa,MX,20.7,-105.2,78.8,61,20,6.91,Clouds
456,Mount Isa,AU,-20.7333,139.5,69.8,23,0,12.66,Clear
457,Rawson,AR,-43.3002,-65.1023,76.26,31,72,15.26,Clouds
458,Fomboni,KM,-12.28,43.7425,81.63,77,20,14.32,Rain
459,Smithers,CA,54.7804,-127.1743,50.0,43,75,10.36,Clouds
460,Hay River,CA,60.8156,-115.7999,39.2,56,99,11.5,Clouds
461,Puerto Quijarro,BO,-17.7833,-57.7667,85.32,59,42,3.31,Clouds
462,Black River,JM,18.0264,-77.8487,86.0,70,20,24.16,Clouds
463,Kohat,PK,33.582,71.4493,68.0,68,20,4.61,Haze
464,Iracoubo,GF,5.4802,-53.2011,82.13,69,88,11.03,Clouds
465,Barcelos,PT,41.5388,-8.6151,68.0,55,0,5.75,Clear
466,Guangyuan,CN,32.442,105.823,58.15,86,100,1.81,Clouds
467,Tshikapa,CD,-6.4167,20.8,78.12,77,95,3.56,Rain
468,Beira,MZ,-19.8436,34.8389,75.2,69,40,9.08,Clouds
469,Lanzhou,CN,36.0564,103.7922,55.4,33,0,11.18,Clear
470,Hofn,IS,64.2539,-15.2082,42.8,61,40,25.32,Clouds
471,Indianola,US,41.3581,-93.5574,62.01,28,32,9.62,Clouds
472,Cabreuva,BR,-23.3075,-47.1328,82.4,54,40,8.05,Clouds
473,Abonnema,NG,4.7084,6.7931,86.0,70,40,6.91,Clouds
474,Outjo,NA,-20.1167,16.15,68.86,50,90,6.02,Rain
475,Aksha,RU,50.2814,113.2867,25.81,31,6,4.27,Clear
476,Megion,RU,61.0296,76.1136,10.4,61,0,8.95,Clear
477,Port Moresby,PG,-9.4431,147.1797,75.2,94,40,8.05,Clouds
478,Grand Gaube,MU,-20.0064,57.6608,77.0,86,100,5.01,Rain
479,Sechura,PE,-5.5569,-80.8222,80.76,58,26,9.35,Clouds
480,Boda,CF,4.3189,17.4695,76.17,74,93,3.58,Clouds
481,Kodinsk,RU,58.6881,99.1844,21.56,94,100,5.26,Clouds
482,Ilam,NP,26.9167,87.9167,64.15,56,55,4.88,Clouds
483,Sri Aman,MY,1.2376,111.4621,73.4,100,94,2.19,Clouds
484,Rio Gallegos,AR,-51.6226,-69.2181,61.07,50,100,16.78,Clouds
485,Kupang,ID,-10.1667,123.5833,76.51,80,62,7.65,Clouds
486,Hastings,GB,50.8552,0.5729,52.0,71,92,5.75,Clouds
487,Diego De Almagro,CL,-26.3667,-70.05,82.13,20,7,11.77,Clear
488,Beruwala,LK,6.4788,79.9828,80.82,79,42,3.18,Clouds
489,Erenhot,CN,43.6475,111.9767,51.35,17,61,4.63,Clouds
490,Nileshwar,IN,12.25,75.1,76.71,78,100,6.49,Clouds
491,Carlsbad,US,33.1581,-117.3506,80.01,46,1,6.91,Clear
492,Huarmey,PE,-10.0681,-78.1522,73.85,74,50,10.58,Clouds
493,Karatau,KZ,43.1667,70.4667,57.69,49,46,8.32,Clouds
494,Saint-Raymond,CA,45.467,-73.6095,54.0,50,96,3.44,Clouds
495,Fort Nelson,CA,58.8053,-122.7002,35.6,93,20,2.3,Clouds
496,Hereford,GB,52.0568,-2.7148,54.0,58,81,1.01,Clouds
497,Tezu,IN,27.9167,96.1667,69.98,63,47,1.28,Clouds
498,Port Hardy,CA,50.6996,-127.4199,50.0,81,1,8.05,Clear
499,Banda Aceh,ID,5.5577,95.3222,80.96,79,39,10.45,Clouds
500,Bani,DO,18.2833,-70.3333,87.8,62,40,11.5,Clouds
501,Byron Bay,AU,-28.65,153.6167,59.0,82,75,8.05,Clouds
502,Sfantu Gheorghe,RO,45.8667,25.7833,43.0,74,99,4.0,Clouds
503,Perth,AU,-31.9333,115.8333,62.01,82,0,5.75,Clear
504,Bilibino,RU,68.0546,166.4372,15.03,88,77,4.0,Clouds
505,Farrukhnagar,IN,17.0778,78.2011,78.8,61,40,3.44,Clouds
506,Aasiaat,GL,68.7098,-52.8699,14.67,73,95,12.19,Clouds
507,Villazon,BO,-22.0866,-65.5942,59.76,27,3,2.08,Clear
508,Caravelas,BR,-17.7125,-39.2481,82.09,64,55,9.19,Clouds
509,Scarborough,GB,54.2797,-0.4044,50.0,66,39,3.0,Clouds
510,San Jeronimo,PE,-11.9472,-75.2829,64.27,42,77,1.9,Clouds
511,Jiamusi,CN,46.8333,130.35,45.63,48,3,4.61,Clear
512,Mpika,ZM,-11.8343,31.4529,57.34,97,68,5.5,Clouds
513,Nara,JP,34.6851,135.8049,46.0,72,5,4.16,Clear
514,Camopi,GF,3.1655,-52.3158,80.53,84,78,3.91,Clouds
515,Wanning,CN,18.8003,110.3967,75.2,89,44,2.82,Clouds
516,Kargopol,RU,61.5071,38.9456,33.28,71,7,4.97,Clear
517,Fallon,US,39.4735,-118.7774,62.01,14,1,2.64,Clear
518,Vicksburg,US,32.3526,-90.8779,68.0,63,20,4.61,Clouds
519,Kushmurun,KZ,52.4503,64.6311,36.45,56,14,22.41,Clouds
520,Aklavik,CA,68.2191,-135.0107,37.4,52,1,11.5,Clear
521,Demba,CD,-5.51,22.2667,73.78,82,90,3.47,Clouds
522,Sayyan,YE,15.1718,44.3244,63.45,27,47,15.21,Clouds
523,Makakilo City,US,21.3469,-158.0858,72.0,73,1,5.75,Clear
524,Quatre Cocos,MU,-20.2078,57.7625,77.0,100,75,10.36,Rain
525,Thunder Bay,CA,48.4001,-89.3168,51.8,46,90,11.5,Clouds
526,Skjervoy,NO,70.0311,20.9714,44.6,45,0,6.91,Clear
527,Bismarck,US,46.8083,-100.7837,42.8,61,90,20.71,Clouds
528,Phan Thiet,VN,10.9333,108.1,77.31,81,73,2.75,Clouds
529,Uthal,PK,25.8072,66.6219,81.9,60,21,6.8,Clouds
530,Muros,ES,42.7762,-9.0603,64.99,59,100,2.37,Rain
531,Rafaela,AR,-31.2503,-61.4867,84.99,42,61,4.0,Clouds
532,Alofi,NU,-19.0595,-169.9187,68.0,100,69,2.3,Clouds
533,Zhezkazgan,KZ,47.8043,67.7144,55.42,60,80,2.98,Clouds
534,Marovoay,MG,-16.1,46.6333,84.2,61,40,6.91,Clouds
535,La Ronge,CA,55.1001,-105.2842,28.4,50,26,10.36,Clouds
536,Huilong,CN,31.8111,121.655,57.0,60,84,9.42,Clouds
537,Kedougou,SN,12.5579,-12.1743,107.6,21,20,4.61,Clouds
538,Hella,NO,67.2,14.4333,51.8,43,0,8.05,Clear
539,Salur,IN,18.5333,83.2167,83.8,64,54,2.53,Clouds
540,Yzeure,FR,46.5644,3.355,53.6,50,0,5.75,Clear
541,Santa Marta,CO,11.2408,-74.199,91.0,63,100,3.0,Clouds
542,Marawi,PH,7.9986,124.2928,73.99,88,100,5.99,Clouds
543,Imeni Babushkina,RU,59.7573,43.1285,33.31,72,48,6.51,Clouds
544,Suluq,LY,31.6682,20.2521,72.41,46,100,22.88,Clouds
545,Juruti,BR,-2.1522,-56.0922,74.59,96,100,3.42,Clouds
546,Tuscaloosa,US,33.2098,-87.5692,68.0,42,40,8.05,Clouds
547,Aguas Vermelhas,BR,-15.7472,-41.46,88.63,27,17,0.56,Clouds
548,Angoram,PG,-4.0625,144.0661,71.91,96,96,2.35,Clouds
549,La Trinite,MQ,14.7376,-60.9629,86.0,58,75,21.85,Clouds
550,Saint-Joseph,RE,-21.3667,55.6167,75.2,78,90,12.66,Clouds
551,Gotsu,JP,35.0,132.2167,46.71,75,4,8.81,Clear
552,Waw,SS,7.7029,27.9953,88.09,36,95,5.3,Clouds
553,Cedar City,US,37.6775,-113.0619,53.01,21,1,9.22,Clear
554,Burnie,AU,-41.0667,145.9167,52.0,94,95,5.01,Clouds
555,Blairmore,CA,49.6,-114.4353,39.2,70,99,6.91,Clouds
556,Mamallapuram,IN,12.6264,80.1722,84.2,84,20,10.36,Clouds
557,Lufilufi,WS,-13.8745,-171.5986,71.6,100,75,19.62,Rain
558,Puerto Ayacucho,VE,5.6639,-67.6236,93.31,42,97,3.4,Clouds
559,Humberto De Campos,BR,-2.5983,-43.4611,83.77,72,71,7.72,Rain
560,Abu Samrah,SY,35.3029,37.1841,78.35,31,56,3.87,Clouds
561,Hillsborough,US,37.5741,-122.3794,69.01,72,1,4.61,Clear
562,Guatire,VE,10.4762,-66.5427,84.2,70,20,2.3,Clouds
563,Angoche,MZ,-16.2325,39.9086,74.37,71,21,10.69,Clouds
564,Lafiagi,NG,8.8667,5.4167,92.55,43,98,6.2,Clouds
565,Yurga,RU,55.7231,84.8861,35.35,97,100,16.98,Rain
566,Jvari,GE,42.7169,42.052,66.2,59,90,4.61,Rain
567,Mwense,ZM,-10.3845,28.698,68.22,73,74,6.22,Clouds
568,Andenes,NO,69.3143,16.1194,42.8,70,76,11.5,Clouds
569,Tokur,RU,53.1333,132.9,23.63,93,0,2.37,Clear
570,Pochutla,MX,15.7432,-96.4661,90.0,51,90,9.22,Clouds
571,Maragogi,BR,-9.0122,-35.2225,79.99,78,99,6.85,Rain
572,Iquique,CL,-20.2208,-70.1431,69.8,64,0,12.66,Clear
573,Villavicencio,CO,4.142,-73.6266,84.47,66,94,4.63,Clouds
574,Port Blair,IN,11.6667,92.75,81.77,75,38,7.0,Clouds
575,Coahuayana,MX,18.7333,-103.6833,82.4,28,1,7.16,Clear
576,Cabo San Lucas,MX,22.8909,-109.9124,82.0,44,1,3.44,Clear
577,Kachug,RU,53.9606,105.8817,28.27,62,99,2.71,Clouds
578,Sao Luis,BR,-2.5297,-44.3028,84.2,79,75,9.22,Clouds
579,Katsuura,JP,35.1333,140.3,53.01,40,18,5.88,Clouds
580,Ambulu,ID,-8.345,113.6058,74.79,87,97,3.71,Clouds
581,Buraydah,SA,26.326,43.975,84.2,21,0,3.44,Clear
582,Garowe,SO,8.4054,48.4845,78.12,69,6,19.48,Clear
583,Camabatela,AO,-8.1881,15.375,65.41,94,100,3.94,Rain
584,Newport,GB,51.5877,-2.9984,53.6,43,62,8.05,Clouds
585,Qostanay,KZ,53.1667,63.5833,35.6,51,0,20.13,Clear
586,Jumla,NP,29.2747,82.1838,44.82,64,70,3.47,Clouds
587,Asfi,MA,32.2994,-9.2372,66.72,70,38,22.41,Clouds
588,Sheridan,US,44.8333,-106.9173,61.0,29,90,19.57,Clouds
589,Aykhal,RU,66.0,111.5,-8.16,99,86,3.31,Clouds
590,Senanga,ZM,-16.1167,23.2667,68.65,51,5,6.24,Clear
591,Visby,SE,57.6409,18.296,50.0,53,0,8.05,Clear
592,Zhuhai,CN,22.2769,113.5678,73.4,78,40,18.41,Clouds
593,Kurumkan,RU,54.3,110.3,22.33,49,88,1.77,Clouds
594,Mecca,SA,21.4267,39.8261,82.98,37,34,21.99,Clouds
595,Blantyre,MW,-15.785,35.0085,59.05,89,44,6.44,Clouds
596,Jardim,BR,-21.4803,-56.1381,95.41,25,0,4.38,Clear
597,Diveyevo,RU,55.0433,43.2418,45.36,77,100,8.39,Clouds
598,Moose Factory,CA,51.2585,-80.6094,42.8,45,1,10.36,Clear
599,Hovd,MN,48.0056,91.6419,43.74,32,6,9.35,Clear
600,Paamiut,GL,61.994,-49.6678,27.86,47,100,6.85,Clouds
601,Palu,ID,-0.8917,119.8707,75.02,91,99,2.3,Clouds
602,Batemans Bay,AU,-35.7167,150.1833,53.01,87,44,3.0,Clouds
603,Huambo,AO,-12.7761,15.7392,67.28,61,72,3.42,Clouds
604,Deniliquin,AU,-35.5333,144.9667,46.0,86,87,3.47,Clouds
605,Owensboro,US,37.7742,-87.1133,64.4,48,1,5.75,Clear
606,Linda,US,39.1277,-121.5508,75.0,23,1,3.44,Clear
607,Bunda,TZ,-2.05,33.8667,73.4,73,75,3.89,Clouds
608,Grandview,US,38.8858,-94.533,57.99,62,90,9.22,Clouds
609,Srednekolymsk,RU,67.45,153.6833,11.66,81,84,14.03,Clouds
610,Lorengau,PG,-2.0226,147.2712,79.92,82,93,6.76,Clouds
611,Palora,EC,-1.7,-77.9333,78.8,61,75,3.44,Clouds
612,Axim,GH,4.8699,-2.2405,82.67,78,100,11.56,Clouds
613,Paso De Patria,AR,-27.2454,-58.5454,84.99,61,20,9.22,Rain
614,Sierra Vista,US,31.5545,-110.3037,63.0,23,1,11.5,Clear
615,Raudeberg,NO,61.9875,5.1352,53.6,46,2,3.44,Clear
616,Taoudenni,ML,22.6783,-3.9836,93.29,9,0,12.37,Clear
617,Maarianhamina,AX,60.0973,19.9348,51.8,40,0,4.61,Clear
618,Garden City,US,42.3256,-83.331,60.01,29,75,10.36,Clouds
619,Necochea,AR,-38.5473,-58.7368,73.0,76,85,17.0,Rain
620,Kati,ML,12.7441,-8.0726,102.2,17,20,9.22,Clouds
621,Rosarito,MX,32.3333,-117.0333,78.01,43,1,13.04,Clear
622,Gisborne,NZ,-38.6533,178.0042,46.0,93,1,1.99,Clear
623,Calabozo,VE,8.9242,-67.4293,97.07,25,97,9.1,Clouds
624,Bozeman,US,45.6796,-111.0386,59.0,24,1,8.59,Clear
625,Uyemskiy,RU,64.4743,40.8524,37.4,35,0,2.24,Clear
626,Tabou,CI,4.423,-7.3528,82.78,75,78,9.82,Clouds
627,Kolyubakino,RU,55.668,36.5323,46.99,61,0,6.71,Rain
628,Chunhuhub,MX,19.55,-88.6833,94.06,44,98,5.28,Clouds
629,Mudu,CN,31.252,120.5118,50.13,61,85,7.67,Clouds
630,Requena,ES,39.4883,-1.1004,62.01,44,15,3.29,Clouds
631,Lebedinyy,RU,58.5167,125.5167,11.95,95,100,10.51,Snow
632,Ouegoa,NC,-20.35,164.4333,74.95,83,44,8.1,Clouds
633,Waipawa,NZ,-41.4122,175.5153,59.0,72,3,16.11,Clear
634,Svetlyy,RU,54.675,20.1347,51.8,71,0,6.71,Clear
635,Perehonivka,UA,48.5355,30.5192,51.84,65,89,4.32,Clouds
636,Langenzenn,DE,49.5,10.8,50.0,66,75,3.44,Clouds
637,Providencia,MX,28.7167,-111.5833,81.0,31,0,4.0,Clear
638,Sahuaripa,MX,29.05,-109.2333,83.14,12,0,6.24,Clear
639,Tatarsk,RU,55.219,75.9828,22.77,66,99,21.16,Clouds
640,Kudahuvadhoo,MV,2.6708,72.8944,83.57,62,39,8.55,Clouds
641,Haines Junction,CA,60.7522,-137.5108,37.4,48,100,2.46,Clouds
642,Helong,CN,42.5397,128.9972,39.33,60,0,5.95,Clear
643,Corinto,GR,37.9407,22.9573,63.0,50,100,1.01,Clouds
644,Herat,AF,34.5,62.0,66.2,19,0,5.75,Clear
645,Camargo,MX,27.6667,-105.1667,69.15,30,0,7.05,Clear
646,Takayama,JP,36.1333,137.25,50.0,77,89,4.0,Rain
647,Plettenberg Bay,ZA,-34.0527,23.3716,74.93,36,0,5.17,Clear
648,Luwuk,ID,-0.9516,122.7875,75.27,87,100,3.6,Clouds
649,Vikhorevka,RU,56.1201,101.1636,24.8,42,76,4.47,Clouds
650,Auki,SB,-8.7676,160.7034,77.23,88,84,3.2,Clouds
651,Husum,DE,54.4858,9.0524,53.6,58,62,9.22,Clouds
652,Othaya,KE,-0.5652,36.9609,60.01,78,84,5.01,Rain
653,Santa Cruz,BO,-17.8,-63.1667,85.53,56,51,4.07,Clouds
654,Yalutorovsk,RU,56.6536,66.3006,24.12,43,0,13.71,Clear
655,Lavrentiya,RU,65.5833,-171.0,19.62,96,96,2.71,Clouds
656,Vinh,VN,18.6667,105.6667,75.6,92,96,2.3,Clouds
657,Mnogovershinnyy,RU,53.9353,139.9242,27.54,95,96,5.23,Clouds
658,Chingirlau,KZ,51.095,54.0814,52.97,80,98,6.08,Clouds
659,Chernenko,RU,44.365,39.3103,52.61,95,78,3.65,Rain
660,Troitskoye,RU,52.9821,84.6757,49.19,56,100,19.6,Clouds
661,Teyateyaneng,LS,-29.1472,27.7489,54.81,32,0,3.76,Clear
662,Slave Lake,CA,55.2834,-114.769,35.6,75,75,10.36,Clouds
663,Bulaevo,KZ,54.9056,70.4439,24.55,51,8,15.75,Clear
664,Ilheus,BR,-14.7889,-39.0494,82.4,74,40,9.22,Clouds
665,Sao Jose De Ribamar,BR,-2.5619,-44.0542,84.2,79,75,9.22,Clouds
666,Rio Tinto,PT,41.1826,-8.5581,64.99,55,0,5.75,Clear
667,Westport,US,41.1415,-73.3579,59.0,47,1,16.11,Clear
668,Chengde,CN,40.9725,117.9361,52.66,23,67,0.07,Clouds
669,Haradok,BY,55.4624,29.9816,60.8,33,0,13.42,Clear
670,Forestville,US,38.8451,-76.875,66.0,39,1,5.75,Clear
671,Richards Bay,ZA,-28.783,32.0377,70.05,68,0,14.41,Clear
672,Majene,ID,-3.5403,118.9707,76.68,87,100,3.67,Clouds
673,Marzuq,YE,14.4,46.4667,71.58,46,62,6.38,Clouds
674,Cockburn Town,TC,21.4612,-71.1419,82.4,69,1,11.5,Clear
675,Terbuny,RU,52.1389,38.2789,44.58,81,93,5.14,Clouds
676,Vestmanna,FO,62.1564,-7.1664,44.6,76,75,4.61,Clouds
677,Goderich,CA,43.7501,-81.7165,42.8,70,98,11.5,Clouds
678,Kisarawe,TZ,-6.9,39.0667,75.2,88,90,4.61,Rain
679,Klaksvik,FO,62.2266,-6.589,44.6,76,75,4.61,Clouds
680,Tsabong,BW,-26.0217,22.401,74.1,32,12,6.17,Clouds
681,Mercedes,AR,-34.6515,-59.4307,82.0,66,51,5.99,Clouds
682,Chillicothe,US,39.3331,-82.9824,61.0,44,40,6.91,Clouds
683,Siyabuswa,ZA,-25.1132,29.0445,64.98,38,16,5.79,Clouds
684,Beloha,MG,-25.1667,45.05,65.32,62,4,13.62,Clear
685,Chapais,CA,49.7834,-74.8492,48.2,53,90,2.3,Clouds
686,Kaseda,JP,31.4167,130.3167,46.0,81,99,8.01,Clouds
687,Saint-Francois,FR,46.4154,3.9054,51.8,54,0,5.75,Clear
688,Mwinilunga,ZM,-11.7358,24.4293,65.03,76,98,6.64,Clouds
689,Omboue,GA,-1.5746,9.2618,78.08,83,100,6.76,Clouds
690,Sexsmith,CA,55.35,-118.786,39.2,60,20,6.91,Clouds
691,Kirakira,SB,-10.4544,161.9205,79.68,84,68,4.97,Clouds
692,Haifa,IL,32.8156,34.9892,78.8,47,0,3.44,Clear
693,Ketchikan,US,55.3422,-131.6461,48.2,71,1,10.36,Clear
694,Lubango,AO,-14.9172,13.4925,63.1,69,62,2.13,Clouds
695,Singaraja,ID,-8.112,115.0882,78.26,81,58,4.38,Clouds
696,Mogok,MM,22.9167,96.5,68.5,43,27,2.13,Clouds
697,Yinchuan,CN,38.4681,106.2731,60.01,20,98,6.02,Clouds
698,Akdepe,TM,42.0551,59.3788,69.8,32,0,6.91,Clear
699,Hoi An,VN,15.8794,108.335,78.8,83,20,2.3,Clouds
700,Verkhnyaya Toyma,RU,62.2349,44.9985,31.5,70,22,4.85,Clouds
701,Beringovskiy,RU,63.05,179.3167,26.15,98,100,4.16,Clouds
702,Tilichiki,RU,60.4667,166.1,17.92,91,100,1.59,Clouds
703,Ilanskiy,RU,56.2358,96.065,28.27,87,81,7.7,Clouds
704,Buckeye,US,33.3703,-112.5838,79.0,16,1,11.5,Clear
705,Quimper,FR,48.0,-4.1,55.4,58,0,10.36,Clear
706,Margate,GB,51.3813,1.3862,48.99,70,93,1.01,Clouds
707,Amboasary,MG,-25.0333,46.3833,69.8,78,75,4.61,Clouds
708,Kousseri,CM,12.0769,15.0306,104.0,5,100,2.3,Clouds
709,Chitapur,IN,17.1167,77.0833,95.56,19,92,5.23,Clouds
710,Impfondo,CG,1.6381,18.0667,71.13,95,99,4.09,Rain
711,Palana,RU,59.1167,159.9667,26.17,90,99,7.31,Clouds
712,Lasem,ID,-6.6922,111.4527,77.07,81,81,3.74,Clouds
713,Kununurra,AU,-15.7667,128.7333,62.6,88,99,3.44,Clouds
