City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
646,Takayama,JP,50.0,Rain,36.1333,137.25,Country Hotel Takayama
647,Plettenberg Bay,ZA,74.93,Clear,-34.0527,23.3716,Thanda Vista B&B
651,Husum,DE,53.6,Clouds,54.4858,9.0524,Best Western Plus Theodor Storm Hotel
652,Othaya,KE,60.01,Rain,-0.5652,36.9609,St Thomas Catholic Academy Boys Dormitory 2
658,Chingirlau,KZ,52.97,Clouds,51.095,54.0814,
659,Chernenko,RU,52.61,Rain,44.365,39.3103,
660,Troitskoye,RU,49.19,Clouds,52.9821,84.6757,
661,Teyateyaneng,LS,54.81,Clear,-29.1472,27.7489,Blue Mountain Inn
666,Rio Tinto,PT,64.99,Clear,41.1826,-8.5581,Oporto Excentric Surf / Design Hostel
667,Westport,US,59.0,Clear,41.1415,-73.3579,The Westport Inn
668,Chengde,CN,52.66,Clouds,40.9725,117.9361,Super 8 Hotel
669,Haradok,BY,60.8,Clear,55.4624,29.9816,"Gostinitsa ""Sportivnyy Gorodok"""
670,Forestville,US,66.0,Clear,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
671,Richards Bay,ZA,70.05,Clear,-28.783,32.0377,BON Hotel Waterfront Richards Bay
673,Marzuq,YE,71.58,Clouds,14.4,46.4667,
675,Terbuny,RU,44.58,Clouds,52.1389,38.2789,
676,Vestmanna,FO,44.6,Clouds,62.1564,-7.1664,Budget Guesthouse Borgustova
677,Goderich,CA,42.8,Clouds,43.7501,-81.7165,Harmony Inn
679,Klaksvik,FO,44.6,Clouds,62.2266,-6.5889999999999995,Airbnb rooms
680,Tsabong,BW,74.1,Clouds,-26.0217,22.401,Springbok Motel
682,Chillicothe,US,61.0,Clouds,39.3331,-82.9824,Holiday Inn Express Chillicothe East
683,Siyabuswa,ZA,64.98,Clouds,-25.1132,29.0445,Uluju properties
684,Beloha,MG,65.32,Clear,-25.1667,45.05,
685,Chapais,CA,48.2,Clouds,49.7834,-74.8492,Hôtel Opémiska
686,Kaseda,JP,46.0,Clouds,31.4167,130.3167,Sun Stay Kaseda
687,Saint-Francois,FR,51.8,Clear,46.4154,3.9054,Manoir Du Bonheur
688,Mwinilunga,ZM,65.03,Clouds,-11.7358,24.4293,Kwakuwahi Lodge
693,Ketchikan,US,48.2,Clear,55.3422,-131.6461,Snows Cove Lodge
694,Lubango,AO,63.1,Clouds,-14.9172,13.4925,Hotel Serra da Chela
696,Mogok,MM,68.5,Clouds,22.9167,96.5,MOGOK HILL HOTEL
697,Yinchuan,CN,60.01,Clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
698,Akdepe,TM,69.8,Clear,42.0551,59.3788,Мой дом
705,Quimper,FR,55.4,Clear,48.0,-4.1,Hôtel Escale Oceania Quimper
706,Margate,GB,48.99,Clouds,51.3813,1.3862,Premier Inn Margate hotel
707,Amboasary,MG,69.8,Clouds,-25.0333,46.3833,DISCOVERY AMBOASARY
710,Impfondo,CG,71.13,Rain,1.6381,18.0667,Préfecture de la Likouala
713,Kununurra,AU,62.6,Clouds,-15.7667,128.7333,Hotel Kununurra
